estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo
Hannah Asian Sushi Bar,3514409,restaurante-review,EricaMach,2016-12-22,2016-12-14,5.0,"Aconchegante ","Excelente restaurante de comida japonesa.
Tudo preparado com muito cuidado.
O combinado do chef é TOP. Vale super a pena pedir, diversificado, diferentes sabores e texturas, sempre uma surpresa agradável.
O local é super aconchegante, ideal para tomar um vinho e namorar."
Hannah Asian Sushi Bar,3514409,restaurante-review,Josicm,2016-12-10,2016-11-14,3.0,"Ainda faltam cuidados","O local serve uma comida de boa qualidade e é agradável. Abaixo do nível da rua você desce as escadas para chegar no salão. Até aí bem Ouro Preto e charmoso por sinal. No entanto, e possível sentir na atmosfera o cheira da gordura de...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Sandro C,2016-11-14,2016-11-14,4.0,"Qualidade contínua.","A cada retorno a Ouro Preto uma visita ao Hannah. A qualidade e variedades continuam. Gosto principalmente porque não fazem as peças como em alguns restaurantes que servem quase só arroz."
Hannah Asian Sushi Bar,3514409,restaurante-review,SuelaineAndrade,2016-11-09,2016-10-14,4.0,"Adoro hannah","Adoro ir ao hannah, especialmente nas quintas, que tem comida especial. A comida é fresca, bem saborosa, o atendimento é muito bom. Gostei muito dos vinhos que tomei lá. O ambiente é gostoso, fresco, iluminado."
Hannah Asian Sushi Bar,3514409,restaurante-review,sandrine P,2016-10-10,2016-10-14,1.0,"Experiência ruim","Serviço muito ruim! O Buffet vazio.
Demorou muito para ter as bebidas . O pagamento com cartão não funcionou e demorou. A empregada muito mal educada! A gente não recomenda, decepcionante!"
Hannah Asian Sushi Bar,3514409,restaurante-review,JanainaC255,2016-10-08,2016-06-14,5.0,"Comida Japonesa","Ambiente acolhedor e romântico, um cantinho ideal para quem quer curtir a noite e ainda apreciar uma saborosa comida japonesa."
Hannah Asian Sushi Bar,3514409,restaurante-review,Sandro C,2016-10-06,2016-10-14,4.0,"Variedade e sabor!","Comida japonesa muito bem feita e saborosa. Nos dias com buffet oferecem uma grande variedade de opções e com a mesma qualidade.
O ambiente é agradável e intimista.
Fica um pouco afastado da praça Tiradentes mas vale a pena conhecer."
Hannah Asian Sushi Bar,3514409,restaurante-review,Maira O,2016-09-24,2016-09-14,5.0,"Jantar de sábado","Ótimo restaurante de comida asiática em ouro preto e região. A lá carte ótimas opções de combinado e entradinhas de dar água na boca. Próximo a igreja do rosário."
Hannah Asian Sushi Bar,3514409,restaurante-review,mairaoliveirapeixoto,2016-09-12,2015-10-14,5.0,"Ótima experiência!","Excelente restaurante com ambiente e comida deliciosos. Ótimas e variadas opções de pratos e drinks! Vale a pena conhecer!"
Hannah Asian Sushi Bar,3514409,restaurante-review,alinelopes_1,2016-08-09,2016-08-14,3.0,"Bom","Fomos em um dia com buffet, a comida é muito boa, mas restringem o número de sashimis, o que foi um ponto negativo. Atendimento razoável."
Hannah Asian Sushi Bar,3514409,restaurante-review,fab_olak2014,2016-07-27,2016-07-14,5.0,"Deliciosa!","Pedimos um combinado pelo delivery e tivemos uma grata surpresa. Excelente comida, apresentação ótima, a entrega não foi demorada, atendimento muito bom, preço justo. Viramos fãs!"
Hannah Asian Sushi Bar,3514409,restaurante-review,_lvarop83,2016-07-23,2016-07-14,5.0,"A melhor cozinha japonesa","Excelente comida japonesa, local agradável, atendimento muito bom, alguns dias bufet e a la carte. Recomendo o combinado do chefe, serve 3 a 4 pessoas e é surpreendente, muito bom mesmo."
Hannah Asian Sushi Bar,3514409,restaurante-review,Isis M,2016-07-13,2016-05-14,5.0,"Ponto obrigatório em Ouro preto!","Amo esse restaurante japonês, comida de qualidade em um ambiente rústico que traz a cultura do lugar à tona. Vale a pena experimentar com os amigos!"
Hannah Asian Sushi Bar,3514409,restaurante-review,Emi-Vieira,2016-07-04,2016-07-14,3.0,"Boa opção de buffet asiático ","Estivemos para jantar nesse restaurante. Instalado no subsolo de um antigo casarão, tem ambiente aconchegante com móveis modernos. Oferece buffet a kilo (R$69,90) de sushi e pratos asiáticos. Carta de vinho pequena com preços justos. Em nosso jantar o giosa estava muito seco e nada...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Junia_Barros,2016-06-13,2016-06-14,5.0,"Muito bom","Fui com meu namorado comemorar o 12 de junho e foi excelente, fomos muito bem tratados e a comida japonesa (como sempre excelente) estava deliciosa."
Hannah Asian Sushi Bar,3514409,restaurante-review,PaolaAndrade,2016-06-12,2016-04-14,4.0,"Ótima comida .","ótimo restaurante, a comida é maravilhosa e tem  variedade.O ambiente é muito bonito e acolhedor . É uma boa opção para quem gosta de comida japonesa."
Hannah Asian Sushi Bar,3514409,restaurante-review,LarissaG1351,2016-05-30,2016-05-14,5.0,"Adorei!","Ótimo atendimento! Adorei o caipsaquê (fui em um dia que compra um e ganha outro?) e a comida japonesa é maravilhosa, principalmente o shimeji don (melhor prato, pedi 4vzs com meus amigos rsrs)! Recomendo!"
Hannah Asian Sushi Bar,3514409,restaurante-review,andersond35,2016-05-30,2016-05-14,3.0,"Poderia ser melhor.","Gostei muito da comida. Todavia penso que os preços são abusivos. No Rio com R$ 200,00 comemos 3 pessoas com sobremesa. Nesse restaurante duas pessoas já custou isso. Os Drinks custam cerca de R$ 20,00 e vem com muito gelo. Agora o combinado que pedi...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Sione1973,2016-05-27,2015-12-14,4.0,"A melhor opção para quem gostas de sushi!","O ambiente é muito bonito, um porão totalmente adaptado criando um ambiente bem acolhedor. O rodízio de sushi é ótimo."
Hannah Asian Sushi Bar,3514409,restaurante-review,bruna348,2016-05-25,2016-05-14,4.0,"Ambiente agradavel","Fomos em um dia de ala cart , pedimos o prato de entrada o maki Filadélfia gostei muito do sabor e não achei enjoativo , para beber pedir uma caip saquê que estava ótima no ponto certo o garçon mi indico o prato chamado ebi...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Adrielle C,2016-05-08,2016-05-14,1.0,"Comida péssima","Buffet fraco e de péssima qualidade, dinheiro realmente jogado fora. Nunca vi um rodízio de comida japonesa desta forma. O gerente nem sabia o que era um Joy!! Oi? Não tem nenhum tipo de entrada, somente algumas variedades de sushi, niguiri e algumas outras coisas....Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Mauricio C,2016-05-01,2016-04-14,1.0,"Não gostei","Fomos num dia de serviço de buffet estava horrível.  O lugar é legal porém,  a comida ruim apenas, o sashimi, que pedimos a parte, estava muito bom."
Hannah Asian Sushi Bar,3514409,restaurante-review,Samira F,2016-04-26,2016-04-14,4.0,"Muito bom","Não sou expert em comida japonesa, mas gostei muito do ambiente, do sabor e dos preços do Hannah. Pedimos um combinado de sushis e um peixe grelhado e estava ótimo! Jantamos bem por 120 reais (casal). O atendimento, como todos os que tivemos em Ouro...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Marcelojhn,2016-04-03,2016-03-14,5.0,"Muito bonito e gostoso!","O lugar é lindo de se ver e de se comer também. O sashimi de polvo com alho poró e ovas de massago é delicioso. O buffet aos domingos também. O atendimento é excepcional!"
Hannah Asian Sushi Bar,3514409,restaurante-review,fdelarmelina,2016-03-30,2016-02-14,5.0,"Carnaval","Ambiente e decoração super agradável, cardápio variado, preço acessível, atendimento excelente e rápido."
Hannah Asian Sushi Bar,3514409,restaurante-review,mafabrini,2016-03-29,2016-03-14,1.0,"Fuja antes que seja tarde!","Ambiente bom, mas PÉSSIMO serviço! O staff não se entende: Não trouxeram nossos pedidos juntos, e depois de 1 hora entre servirem o primeiro cliente de nossa mesa foi que trouxeram o pedido do penúltimo. Isso porque ainda deixaram um de nós sem ser servido,...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Nadia Lucia T,2016-03-28,2015-12-14,4.0,"Ótima comida","Comida boa, cardápio variada, limpeza do local adequada, a comida é fresca, o lugar é bastante aconchegante e bom atendimento."
Hannah Asian Sushi Bar,3514409,restaurante-review,Érika C,2016-03-26,2016-03-14,1.0,"Do ceu ao inferno em 3 passos","O restaurante tem um ambiente super agradavel e é bem estiloso.
A noite comecou agradavel. 
Primeiro passo - O pedido: ao chegar pedimos uma agua e um prato chamado EBI DOM (salmao macaricado, camarao e creamcheese - muito bom), o prato estava bem apresentado e...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Luis Claudio F,2016-03-26,2016-03-14,2.0,"Precisa melhorar. ","Antes de mais nada: o ambiente é muito agradável e estilo contemporâneo que combina com a cidade. Os atendentes são simpáticos e atenciosos. 
Porque então a avaliação baixa? O que foi entregue não correspondia ao que estava no cardápio. Pedimos o prato Arroz Frito (arroz...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Ranylson,2016-03-14,2016-03-14,4.0,"Parabéns ao novo Chef! ","Na minha opinião o novo Chef do Hannah elevou o nível do restaurante nos dias de comida a la carte. A comida melhorou consideravelmente e o capricho na finalização dos pratos foram perceptíveis.  Não sei opinar nos dias em que há rodízios."
Hannah Asian Sushi Bar,3514409,restaurante-review,Bárbara G,2016-03-12,2015-08-14,5.0,"Comida Japonesa","O restaurante tem um excelente atendimento, uma decoração muito agradável, e conta com um ótimo buffet oriental."
Hannah Asian Sushi Bar,3514409,restaurante-review,Juliana R,2016-03-04,2015-04-14,5.0,"Perfeito!","Lugar bonito e agradável, atendimento impecável e comida muito gostosa, quero muito voltar a ouro Preto"
Hannah Asian Sushi Bar,3514409,restaurante-review,Ludfl,2016-03-02,2016-01-14,5.0,"Muito Bom!","O local é muito bacana, o cardápio é bem variado e com ingredientes de excelente qualidade! O ceviche é maravilhoso, vale super a pena! Existem dias em que você paga um valor fixo e come a vontade que compensa!"
Hannah Asian Sushi Bar,3514409,restaurante-review,thiagorecife,2016-02-16,2016-02-14,3.0,"Pouco variável","A comida do Hannah é nada de mais, não é muito boa mas também não é muito ruim. O problema é mais com a variedade do buffet, que é bem baixa. O ambiente é muito bonito e aconchegante, sendo ótimo para uma refeição à dois."
Hannah Asian Sushi Bar,3514409,restaurante-review,Roberto P,2016-02-15,2016-02-14,3.0,"O atendimento precisa melhorar","Acho que dei azar! A casa estava cheia de pedidos delivery e esperamos por quase 1h o 1o prato. A qualidade dos pratos é excelente!!! O ambiente tb mas o atendimento precisa melhorar."
Hannah Asian Sushi Bar,3514409,restaurante-review,Thiago M,2016-01-28,2016-01-14,5.0,"Japonês descente","Local já ganha créditos por ser em ambiente rústico, que sempre é minha preferência de decoração para comer. Aliado ao local que é bacana, eles oferecem rodízio as quartas, quintas e domingos, quando você pode escolher por buffet livre ou então no quilo. Nos demais...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,721alexandrep,2016-01-24,2016-01-14,3.0,"Nada de mais.","Comida boa, mas nada que empolgou.
Lugar bem bonito, com atendimento correto.
Pena que itens do cardápio estavam faltando, como o atum, observação já feita por outros comentários.
Preço salgado para o que oferece."
Hannah Asian Sushi Bar,3514409,restaurante-review,Danilo L,2016-01-20,2015-10-14,4.0,"Restaurante Japonês","Bom restaurante de comida japonesa. Comida fresca e saborosa. Ambiente charmoso. Próximo à belíssima Igreja do Rosário."
Hannah Asian Sushi Bar,3514409,restaurante-review,Juliana G,2016-01-12,2016-01-14,4.0,"Combinado do chef","Pedimos hot rol, tempurá e temaki, mas o ponto forte é o combinado do chef, com 50 pedaços e custo de 160 reais, vale a pena também o sunomono, recomendamos! Ambiente e preço razoáveis!"
Hannah Asian Sushi Bar,3514409,restaurante-review,gabrielam978,2016-01-07,2016-01-14,4.0,"ótimo jantarzinho em Ouro Preto","Estávamos na pizzaria o passo, que estava lotada e com muita demora. Então resolvermos tentar a sorte neste restaurante, já que já conhecíamos o Hannah de Belo Horizonte. Não nos arrependemos. Japa bem gostoso e leve a um preço bom, e algumas promoções de bebida...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Mayaranda,2016-01-04,2016-01-14,4.0,"Japa na cidade histórica.","Acho que é o único restaurante japonês da cidade. E ao contrario dos demais lugares, possui ambiente contemporâneo e quando fui estava havendo uma exposição de fotografia.
Comida japonesa muito boa. Infelizmente não tem rodízio."
Hannah Asian Sushi Bar,3514409,restaurante-review,renatar250,2016-01-03,2016-01-14,3.0,"Comiida gostosa, serviço confuso","Estivemos no restaurante e pedimos 4 pratos. Dos 4 , 2 a casa não tinha. O terceiro demorou tanto para vir , que pedimos a conta , achando que tinham esquecido. Quando a conta chegou, reclamos que o prato havia sido cobrado. O garçom avisou...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,RCSpindola,2015-12-21,2015-12-14,4.0,"Sushi em local peculiar ","O ambiente é muito interessante e segue o estilo próprio de Ouro Preto. O sushi é bom, mas nada de surpreendente. Possui uma boa variedade de cervejas."
Hannah Asian Sushi Bar,3514409,restaurante-review,Gabriela R,2015-12-14,2015-12-14,5.0,"O melhor do mundo!","Dos cinco lugares que já comi comida japonesa, o Hannah com certeza foi o melhor!!! Vale super a pena! Ótimo atendimento, culinária nota mil... Em especial o prato 'Ebi Don'. Excelente!"
Hannah Asian Sushi Bar,3514409,restaurante-review,Gabriela P,2015-12-11,2015-12-14,5.0,"Melhor de todos! ","Quem gosta de uma boa comida japonesa não deixem de ir! A comida lá é maravilhosa , o ambiente bem aconchegante e funcionários simpáticos."
Hannah Asian Sushi Bar,3514409,restaurante-review,Rafael_M_Teixeira,2015-12-08,2015-11-14,5.0,"A melhor comida japonesa do mundo fica no Brasil !","Ambiente e música agradáveis e comida deliciosa. Conheci diversas cidades no Japão e em nenhum lugar daquele país, ou desse mundo, pude provar algo tão delicioso quanto o prato Ebi Don e, em geral, a comida japonesa do Hannah. Prove !!"
Hannah Asian Sushi Bar,3514409,restaurante-review,Cláudia P,2015-10-26,2015-10-14,5.0,"Òtimo!","Comida boa a preços baixos e com atendimento simpático, além de boa localização e de uma cardápio variado."
Hannah Asian Sushi Bar,3514409,restaurante-review,Lorena S,2015-09-29,2015-04-14,4.0,"Ótima pedida!","Restaurante com uma excelente qualidade de comida japonesa, ambiente agradável (preserva a parte histórica de Ouro Preto), variedade e atendimento de qualidade. No entanto o preço é meio salgado."
