restaurante_id,nome,endereco,cidade,nota,qtd_avaliacoes,faixa_preco,latitude,longitude,fonte
5686490,Bar S Judas Tadeu,"Largo D Joao, 139 D Joao, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.246492385864258,-43.601741790771484,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5686490-Reviews-Bar_S_Judas_Tadeu-Diamantina_State_of_Minas_Gerais.html
5690421,Big Burguer Macau,"Praca Redelvim Andrade 479 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,0.0,0.0,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5690421-Reviews-Big_Burguer_Macau-Diamantina_State_of_Minas_Gerais.html
5868924,Restaurante Curu-Piara,"Praca Jk, 27 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.24424934387207,-43.598060607910156,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5868924-Reviews-Restaurante_Curu_Piara-Diamantina_State_of_Minas_Gerais.html
5687166,Bar Sao Jorge,"Rua Abilio Barreto, 485 Consolacao, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.24917221069336,-43.59294128417969,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5687166-Reviews-Bar_Sao_Jorge-Diamantina_State_of_Minas_Gerais.html
5748495,Ponto Chique,"Largo D Joao, 31 D Joao, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.246231079101562,-43.6022834777832,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5748495-Reviews-Ponto_Chique-Diamantina_State_of_Minas_Gerais.html
5716600,Jequitilanches,"Praca das Missoes 32 D Joao, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.244930267333984,-43.60295104980469,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5716600-Reviews-Jequitilanches-Diamantina_State_of_Minas_Gerais.html
5731737,Larissa Lanches,"Rua do Areao 333 Rio Grande, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.236370086669922,-43.595794677734375,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5731737-Reviews-Larissa_Lanches-Diamantina_State_of_Minas_Gerais.html
5869609,Bar do Tião,"Rua Nossa Senhora De Lourdes, 3629 Palha, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-17.941560745239258,-43.61991882324219,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5869609-Reviews-Bar_do_Tiao-Diamantina_State_of_Minas_Gerais.html
5689474,Beg Lanches,"Rua Macau de Cima 193 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.243310928344727,-43.59904098510742,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5689474-Reviews-Beg_Lanches-Diamantina_State_of_Minas_Gerais.html
5331605,Restaurante e Lanchonete Barroso,"Avenida Francisco Sa 598 Jd Clodoaldo, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.246238708496094,-43.60067367553711,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5331605-Reviews-Restaurante_e_Lanchonete_Barroso-Diamantina_State_of_Minas_Gerais.html
5741996,Pao e Mel,"Praca Redelvim Andrade 503 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.24209976196289,-43.60560989379883,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5741996-Reviews-Pao_e_Mel-Diamantina_State_of_Minas_Gerais.html
5700549,Chik Burguer,"Rua Do Areiao, 19 Rio Grande, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.2346134185791,-43.59539031982422,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5700549-Reviews-Chik_Burguer-Diamantina_State_of_Minas_Gerais.html
5749926,Quete Bar,"Rua Joao Evangelista Rocha 40 Lrg D Joao, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.24618148803711,-43.60326385498047,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5749926-Reviews-Quete_Bar-Diamantina_State_of_Minas_Gerais.html
