estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem
Catedral Pub,10451204,restaurante-review,Rubi_Silva,2021-01-10,2021-01-26,4.0,"Cervejas perfeitas!","As cervejas que pedimos estavam perfeitas! Geladíssimas! Cardápio muito bom de cervejas especiais. Ótimo Atendimento e preços justos. Só não amei o cardápio de comidas, aí resolvemos comer em outro lugar. Para cervejas especiais é o melhor lugar de Diamantina!","Brasília, DF"
Catedral Pub,10451204,restaurante-review,saulom411,2021-01-03,2021-01-26,4.0,"Vários rótulos de cerveja","O local é muito bem localizado e os garçons super atenciosos. Existe uma quantidade boa de rótulos de cerveja. Comemos uma brusqueta que estava muito boa. A intenção era ficar ali um tempo e depois jantar em outro local. Porém o ambiente estava muito agradável que resolvemos jantar ali mesmo. Minha esposa pediu uma panhoca que estava boa. Eu pedi um bife de chorizo que não estava tão legal assim. Os pratos são fartos, então se a fome não for muita, serve duas pessoas. Uma dica pro pessoal da casa, é colocar no cardápio quantos gramas de carne vem no prato. Meu bife veio muiiiiito grande e não consegui comer todo. Se vier informando a quantidade no cardápio pro pessoal escolher, creio que ficaria melhor. No mais o local é show. Parabéns.","Pará de Minas, MG"
Catedral Pub,10451204,restaurante-review,mandinha23souza,2020-10-12,2020-10-26,4.0,"Uma festa surpresa","Recebemos a indicação do Pub, por meio da Pousada Relíquias do Tempo, adoramos! Uma delícia o ambiente, comida gostosa e colaboradores do restaurante atenciosos. Não deixe de experimentar o catchup de goiabada, é uma grata surpresa!","Coronel Fabriciano, MG"
Catedral Pub,10451204,restaurante-review,NatyJSM,2020-10-10,2020-10-26,5.0,"Muuuuuuito bom !!!","Ótimo atendimento, ótima comida e chopp nota 10! O que combinou demais foi o chopp pale ale com a porção deliciosa de costelinha. Aprovado!",indef
Catedral Pub,10451204,restaurante-review,taisinhafernandes,2020-10-02,2020-09-26,4.0,"Otimo","O cardápio do bar é variado. O bolinho de feijoada uma delícia. Os guardanapos vem devidamente separados. Fomos atendidos por um funcionários super atencioso, apesar de estar sozinho fazendo bebidas, atendendo mesas e realizando pagamentos. O Petit gateau deixou a desejar.","Abre Campo, MG"
Catedral Pub,10451204,restaurante-review,MariliaSegalla,2020-08-16,2020-08-26,5.0,"Delicia de lugar","Comida ótima, atendimento perfeito. Ótimo custo beneficio. De frente à catedral , logo de cara chama a atenção por ser bem charmoso.","São Paulo, SP"
Catedral Pub,10451204,restaurante-review,isiscassis,2020-04-07,2020-01-26,5.0,"Ambiente agradável e excelente atendimento","Os dois pubs mantêm a mesma qualidade, a comida é ótima e o chopp e cerveja sempre bem gelados. O Pub da rua direita é menor e bem aconchegante, o do beco da tecla é um espaço maior, também aconchegante.",indef
Catedral Pub,10451204,restaurante-review,Xisto S,2020-03-17,2020-03-26,4.0,"Animação garantida","A vida noturna de Diamantina é super animada. E esse é um bar super bonito,com comidas e drinques deliciosos. Música ao vivo no fds e muita gente bonita. Amei.",indef
Catedral Pub,10451204,restaurante-review,fabiodtna,2020-03-06,2020-02-26,5.0,"Opções e atendimento","Excelentes opções tanto comida quanto cervejas. Bem localizada e com ambiente agradavel nos fazendo sentir em um verdadeiro PUB","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,Daniellacosta25,2020-02-15,2020-02-26,4.0,"Boa opção no centro de diamantina","Fui ao Catedral Pub em uma viagem em fevereiro. Queria ir a um lugar simpático no Centro. O bar chama a atenção ja do lado de fora. Fui super bem atendida por um bartender simpático. E o hambúrguer estava ótimo! Voltaria com certeza.",indef
Catedral Pub,10451204,restaurante-review,José Luís G,2020-01-19,2020-01-26,5.0,"Pub com atendimento excelente","Localizado ao lado da Catedral da cidade, de noite serve caldos excelentes a preços convidativos. O diferencial é o atendimento, sempre muito cortês.",indef
Catedral Pub,10451204,restaurante-review,RodrigoA587,2020-01-18,2019-12-26,4.0,"Excelente burguer e cervejas!","Seguindo as dicas do TripAdvisor, adoramos esse restaurante localizado ao lado da Catedral. Atendimento muito bom e gostamos das comidas e bebidas. Pecou a qualidade do som ambiente que, embora tivesse boa seleção musical, era estridente e nos incomodava um pouco. Voltaria!","Salvador, BA"
Catedral Pub,10451204,restaurante-review,529mariaisabelc,2020-01-08,2019-12-26,4.0,"Boas porções para compartilhar","As porções são bem grandes e a carta de cervejas é boa e variada. Bom atendimento. Boa localização..",indef
Catedral Pub,10451204,restaurante-review,Joao_Santana_07,2020-01-07,2019-12-26,4.0,"Um bom happy hour.","Estávamos atrás de bons drinks e petiscos de qualidade e pudemos encontrá-los no Catedral. Decoração muito interessante e de bom gosto, com um atendimento de qualidade. Um parabéns ao Barman Jeff, que é uma figura muito carismática e um grande profissional. Sugiro apenas, aumentar o número de drinks clássicos na carta de coquetéis pois ficar dependendo de drinks surpresas nem sempre é o que agrada a todos.","São João do Triunfo"
Catedral Pub,10451204,restaurante-review,lilizvasques,2019-12-06,2019-11-26,5.0,"Imperdível","Atendimento é um diferencial !!! Ótimo lugar para um jantar em Diamantina.
O preço é bom, o ambiente é lindo.
Várias opções de cervejas e vinhos.
Comemos o bolinho de feijoada e quibe de abobora recheado de coalhada seca, estavam simplesmente deliciosos.
Vale a pena a visita!","Jundiaí, SP"
Catedral Pub,10451204,restaurante-review,Dardeau,2019-10-23,2019-04-26,4.0,"Contemporâneo no histórico","O Catedral Pub, em Diamantina, é uma ação super contemporânea no seio daquela cidade histórica linda. O atendimento é profissional, sem deixar de ser acolhedor. Oferece cervejas e vinhos da região, além de hambúrgueres especiais. O ambiente é agradável. Uma construção de pedra, totalmente repaginada.",indef
Catedral Pub,10451204,restaurante-review,Simonesssena,2019-10-14,2019-04-26,5.0,"Lugar incrível","Otimo atendimento , variada carta de vinhos, drinks e cervejas artesanais. Petiscos super saborosos e diferentes. Ambiente muito bem decorado Musica agradável. Agora ao passear por Diamantina tem o Catedral como visita obrigatória. Fantástico","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,394samuelf,2019-10-08,2019-09-26,4.0,"Ambiente descolado em meio ao tradicional","Gostei muito da experiência que tive no Catedral Pub, sendo que estive em uma segunda-feira e o local aberto, todos os itens do cardápio disponíveis, atendimento prestativo e vasto cardápio de bebidas, cervas e vinhos, etc...música boa combinando com o ambiente descolado, mas sem agredir os ouvidos rs; pedimos petiscos, onde o kibe de abóbora recheado com coalhada seca estava surpreendente. Gostei, volto de novo","Goiânia, GO"
Catedral Pub,10451204,restaurante-review,guidinisil,2019-10-01,2019-09-26,4.0,"Jantar","Ambiente aconchegante, chopp geladinho, a comida deixou um pouco a desejar, esperava mais por ser Minas Gerais, a gente sempre espera mais por se tratar de comida mineira.","Ribeirão Preto, SP"
Catedral Pub,10451204,restaurante-review,Renata_aj,2019-09-28,2019-09-26,5.0,"Excelente escolha","Ambiente super agradável, com um clima intimista, bom atendimento, ótimas cervejas (possui uma carta de cervejas com muitos rótulos) e petiscos deliciosos. Adorei o local! Para os amantes de uma boa cerveja, vale a pena conhecer!!!","Contagem, MG"
Catedral Pub,10451204,restaurante-review,robertamdnta,2019-09-22,2019-09-26,5.0,"Excelente ambiente e comida","Ambiente sempre maravilhoso e comida deliciosa e atendimento perfeito. Dessa vez experimentei lascas de parmesão com mel flambado. E como sempre estava ótimo. Rua da Direita.","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,Vivigois,2019-09-15,2019-09-26,5.0,"IMPERDÍVEL 🍻","Pub no centro da cidade pertinho da Cadetral no coração da cidade oferece muitas cervejas e chopps deliciosamente gelado....local excelente para aquele encontro a dois. Petiscos maravilhosos! Atendimento nota 1000!","João Pessoa, PB"
Catedral Pub,10451204,restaurante-review,Eunice B,2019-09-04,2019-09-26,5.0,"Excelente","O pub é muito bonito e muito agradavel de ficar, tem uma variedade grande de cervejas boas, como as belgas e tem cervejas muito boas da regiao. Os funcionarios sao muito prestativos, atenciosos e comunicativos, eles sao demais!!!
As comidas parecem ser otimas, mas nao tivemos tempo de experimentar.","Jundiaí, SP"
Catedral Pub,10451204,restaurante-review,luciliasmartins,2019-09-02,2019-04-26,5.0,"MELHOR CHOPP!","Atendimento perfeito, lugar aconchegante e comida boa. Fui com meu marido e simplismente amamos o chopp e toda a combinaçao de ambiente, musica e comida. Melhor lugar para passar bons momentos em Diamantina!","Divinópolis, MG"
Catedral Pub,10451204,restaurante-review,apvanjos,2019-07-31,2019-07-26,5.0,"Ótima surpresa!","Atendimento ótimo! Chopp IPA bem tirado, sanduíche bem feito, localização perfeita! As fotos anexas mostram a vista do balcão. A carta de cervejas é interessante, mas senti falta de mineiras já consagradas.","Nova Lima, MG"
Catedral Pub,10451204,restaurante-review,rafaelmzo,2019-07-27,2019-07-26,1.0,"Decepcionado","Atendimento péssimo. Primeiro o garçom fingiu que não nos viu. Depois fiz um pedido pra duas pessoas o primeiro veio e outro quase 10 minutos depois, depois de indagar 2 garçons pela demora do segundo prato. Então tive um noite de stress no “melhor” restaurante de Diamantina. Vergonhoso. Não indico e não volto mais!","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,Camila Fernanda... A,2019-07-22,2019-07-26,5.0,"Excelente!!!","Muito bom! Atendimento perfeito! Em Diamantina, não há realmente lugar mais aconchegante e com pratos tão deliciosos! Vale muito a pena!",indef
Catedral Pub,10451204,restaurante-review,Monica F,2019-07-18,2019-06-26,3.0,"noite de jazz","Fomos na sexta a noite, dia 28/06, delicia de lugar
Vimos um show de jazz delicioso.
Depois entrou um show de rock muito ruim. Exageradamente alto e o cantor era pessimo. infelizmente não sei o nome da banda para ajudar a todos. Mas acredito que com a data voces podem saber o nome da banda e evitar o lugar.","Rio de Janeiro, RJ"
Catedral Pub,10451204,restaurante-review,dantemribeiro,2019-07-02,2019-07-26,5.0,"ótima opção para uma noite com música e boa cerveja","ótima opção para uma noite com música e boa cerveja ou chop artesanal bem no centro de Diamantina no Beco da Tecla","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,terezasepulcri,2019-06-28,2019-06-26,2.0,"Poderia ser muito melhor ","O lugar é lindo, a comida deliciosa mas o atendimento mata! Infelizmente fomos muito mal atendidos. Até o gerente tentou contornar e não cobrou o chopp, mas recomendo que só vá se sua paciência estiver em alta!","Vila Velha, ES"
Catedral Pub,10451204,restaurante-review,mtnaves,2019-06-24,2019-06-26,3.0,"Cervejas variadas","Fomos numa segunda-feira ao Catedral, dia de cidade calma, novembro também pouco. Boa carta de cervejas, vinhos variados, inclusive vários das vinícolas da região de Diamantina, novidade para nós. Vários petiscos e também pratos principais. Pedimos de entrada um pastel de angu bom, mas não ótimo. Como principal um ancho que erraram no ponto para mais, deixando a carne menos tenra do que deveria. Pedimos também uma lasanha, média. Os vinhos de Diamantina ainda precisam evoluir, mas não é culpa do Catedral, sem dúvida. Pratos principais demoraram bastante para sair.","Nova Lima, MG"
Catedral Pub,10451204,restaurante-review,Ricardo M,2019-06-23,2019-06-26,5.0,"Qualidade ímpar em Diamantina ","Visitamos em noite do feriado de Corpus Christi e no sábado após a Vesperata, no menor (na rua direita) e no maior (no beco da Tecla) respectivamente. Amamos ambos, mas depende da pegada.
O primeiro é um ambiente aconchegante e tranquilo. O segundo tinha música ao vivo com bandas de rock, muito animado e divertido.
Nos dois encontramos uma variedade de alta qualidade de cervejas e uma carta de vinhos ampla e bem selecionada. Comemos os sanduíches, salmão, linguiça alemã, panhoca e os queijo com geleia. Em dias diferentes, é claro. Tudo muito bem preparado, bem servido e preços justos.
O atendimento foi excelente, o gerente Jeferson é atencioso e cortês.
De todas as experiências em Diamantina, foi a mais surpreendente!","Formiga, MG"
Catedral Pub,10451204,restaurante-review,edinor3,2019-06-22,2019-05-26,5.0,"Aconchegante.","Comi uma carne de sol com macaxeira, uma delícia, estava com a garganta inflamada e me serviram room com mel silvestre por conta da casa.","São Paulo, SP"
Catedral Pub,10451204,restaurante-review,elisapleao,2019-06-20,2019-06-26,5.0,"Excelente !","Local agradável e preço justo! Adoramos o pastel de angu, panhoca de filé mignon e o hambúrguer catedral! Várias opções de cerveja ! Recomendamos!","Timóteo, MG"
Catedral Pub,10451204,restaurante-review,Amandasoarescr,2019-06-20,2019-06-26,5.0,"Excelente local comida maravilhosa!","Local com estrutura muito bacana, comemos a panhoca, pastel de angu e a linguiça alemã, todos os pratos simplesmente sensacionais! A carta de cerveja é bem extensa, e a cerveja é extremamente gelada! Local sensacional, vale muito a pena!","Timóteo, MG"
Catedral Pub,10451204,restaurante-review,robertamdnta,2019-04-28,2019-04-26,5.0,"Muito bom.","Excelente localização, ambiente agradável, bom atendimento e música boa. O hambúrguer é delicioso. Recomendo.","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,marcelal622,2019-04-22,2019-04-26,5.0,"Lugar super agradável","Comida maravilhosa, pedimos pastel de angú e ancho, para duas pessoas e ficamos super satisfeitos, na verdade nem conseguimos comer tudo, chopp gelado, sem falar no lugar... Decoração linda e de muito bom gosto. Funcionários todos muito receptivos.","Montes Claros, MG"
Catedral Pub,10451204,restaurante-review,mineironaestrada,2019-04-15,2018-05-26,4.0,"Atendimento exemplar, ambiente agradável","Como muitos lugares em diamantina, possui um atendimento agradecível, ambiente é agradável, os petiscos sã bem feitos e gostosos, cerveja extremamente gelada, em época de festividades fica bastante cheio.","Brasil"
Catedral Pub,10451204,restaurante-review,COELHO09,2019-03-29,2019-03-26,5.0,"Point de Diamantina no Carnaval 2019","Estivemos não 1 mas no mínimo umas 4 vezes no Carnaval 2019. Cerveja super gelada, ambiente aconchegante e atendimento nota 1000.","Betim, MG"
Catedral Pub,10451204,restaurante-review,Fernando J,2019-03-09,2019-03-26,5.0,"O melhor pub do Brasil","Diamantina merece um lugar como o Catedral. Cerveja gelada, tira gostos fabulosos, musica boa e o atendimento, como de regra em Diamantina, acolhedor e camarada. Vale ir a Diamantina para tomar uma cerva no Catedral.",indef
Catedral Pub,10451204,restaurante-review,Pouso d,2019-02-23,2019-01-26,5.0,"Variedade","Muito bom atendimento, variedade e opções de tira gosto sempre gostosos, recomendamos e voltaremos sempre que puder",indef
Catedral Pub,10451204,restaurante-review,mariperillo,2019-02-13,2019-02-26,5.0,"Muito gostoso","O pub é muito legal! Com um espaço muito bem decorado, vários rótulos de cervejas artesanais e um cardápio muito gostoso. O atendimento também é muito bom!","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,Wilson L,2019-02-13,2019-02-26,5.0,"Chopp","Casa muito estilosa que serve um chopp da melhor qualidade, muito bem tirado. tem tira gosto bastante variado.",indef
Catedral Pub,10451204,restaurante-review,victorsanabio,2019-02-06,2019-01-26,5.0,"Atendimento nota 10","Bar muito bem localizado, bem ao lado da Catedral. Boas opções no cardápio. Comida deliciosa. Preço justo. Atendimento nota 10. Garçons super simpáticos. O bar oferece uma carta extensa de cervejas artesanais (beeem geladas). Dependendo do dia possui música ao vivo. Recomendo!","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,MireilleCar,2019-01-31,2019-01-26,4.0,"Autêntico!","Chopp no ponto certo! Atendimento excelente! E um pastel de angu muito bom. Adoramos o petisco de salsichas alemãs. Carta de cervejas especiais bastante variada. Ótima localização, próxima a todos os bares e do ponto da apresentação da vesperata que espero poder conhecer.","Goiânia, GO"
Catedral Pub,10451204,restaurante-review,357lucianaa,2019-01-16,2019-01-26,5.0,"Passeio ","Amei o local, atendimento sensacional, receptividade dos garçons te deixam a vontade no pub, mojito muito gostoso, as cervejas uma delícia e ainda ganhamos uma porção de queijo divino.❤","Sete Lagoas, MG"
Catedral Pub,10451204,restaurante-review,Alexandre B,2019-01-15,2019-01-26,5.0,"Si miorá straga!","Ambiente agradável e aconchegante estilo pub europeu.
Atendimento prestativo onde os atendentes sabiam explicar os pratos. Pedimos uma panhoca recheada, filé com gorgonzola, e salsichas alemãs, ambos vieram bem servidos e preparados.
Cervejas especiais, optamos por chopp que veio estupidamente gelado em uma caneca de 1 litro.
Queria agradecer em especial ao funcionário Jefferson, nos recepcionou super bem.
Resumo: Formidável, realmente fomos surpreendidos com a qualidade, quantidade e valor!!!!",indef
Catedral Pub,10451204,restaurante-review,Elisangela U,2019-01-08,2019-01-26,5.0,"Chops e amizade","Passamos apenas para tomar um chopp, mas acabamos ficando horas, até fechar!! Pensa num atendente amigo, gente boa, que faz vc se sentir em casa, esse é o Jeferson! Uma pessoa excepcional, meu marido acabou tomando muitos chops no balcão, ali mesmo, batendo papo, conversa boa a gente fica né. Foi o melhor lugar de Diamantina, onde nos sentimos acolhidos de verdade! Parabéns Jeferson, e não mude!! Se for a Diamantina, procure pelo Jeferson! E peça o shop cremoso que soh ele sabe tirar!!!","Birigüi, SP"
Catedral Pub,10451204,restaurante-review,Natalie M,2018-12-19,2018-11-26,5.0,"Imperdível!!","Bem na praça principal de Diamantina, o Catedral Pub é parada obrigatória. Só funciona a noite!! Tem um atendimento muito bom, o lanche é uma delícia e o ambiente é muito charmoso. No dia que fomos estava tendo música ao vivo. Mais recomendado para casais e amigos.",indef
Catedral Pub,10451204,restaurante-review,carlos t,2018-12-09,2018-12-26,5.0,"Trem bão sô.","Achei estranho um bar estar em primeiro lugar Tripadvisor em Diamantina o rol de restaurantes, fui conferir e tenho que concordar com as avaliações. Cervejas de todo Brasil e do exterior de altíssima qualidade, petiscos de primeira e atendimento excelente. Morasse lá ia toda semana.",indef
Catedral Pub,10451204,restaurante-review,Luciano S,2018-11-21,2018-11-26,5.0,"Local de classe e aconchego!","Excelente local para bater um bom papo saboreando um delicioso chop e gostosos petiscos, vislumbrando o casario antigo e a Catedral da cidade. Recomendo a todos!",indef
Catedral Pub,10451204,restaurante-review,Fla_Fla_Gomes,2018-11-17,2018-11-26,4.0,"Pequeno mas bacana","Lugar pequeno e cheio. Pedi um vinho meia garrafa e nao tinha. Pensei em ir embora mas me deram uma taça de vinho de cortesia pra ei ficar. Pedimos panhoca com file e gorgonzola e estava otimo. Muito bem atendido. A musica era ao vivo e o repertorio foi otimo.","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,Ana Clara L,2018-11-16,2018-11-26,5.0,"Maravilhoso","Maravilhoso. Nota 10. Chopp gelado, atendentes mt educados. Me senti em casa ( apesar de a cerveja em casa n ta tao gelada)",indef
Catedral Pub,10451204,restaurante-review,Izabel D,2018-11-14,2018-11-26,5.0,"Maravilhoso ","Amei o lugar, a decoração é linda, bem a cara da cidade. O hambúrguer gourmet é divino. Atendimento muito bom.",indef
Catedral Pub,10451204,restaurante-review,Gleisson A,2018-11-04,2018-10-26,4.0,"Boa opção para quem gosta de cerveja artesanal e boa comida. ","O pub oferece várias marcas e tipos de cervejas artesanais. A comida é muito boa e saborosa. Minha esposa pediu um prato com camarão. Estava excelente e nos surpreender a qualidade. Lá aceita cartão de crédito e débito. Recomendo a visita. Vale a pena.",indef
Catedral Pub,10451204,restaurante-review,Miriam Teresa M... M,2018-11-03,2018-11-26,4.0,"Boa opção de cervejas e comidinhas em Diamantina","O local é agradável e foge um pouco dos demais bares e restaurantes da cidade. Tem muitos tipos de cervejas artesanais e de vários países. O cardápio de comidas também tem muitas opções interessantes.",indef
Catedral Pub,10451204,restaurante-review,Karla G,2018-10-02,2018-08-26,4.0,"Catedral Pub","Um lugar extremamente aconchegante e boa música. Atendimento nota 10. Se visitar o local não deixe de provar o pão italiano ao molho de queijo gorgonzola e ervas finas. Além de se deliciar com o chopp artesanal de Diamantina. A peculiaridade do local fica por conta da caneca de 1 litro de chopp.","Governador Valadares, MG"
Catedral Pub,10451204,restaurante-review,Marcos d,2018-09-25,2018-09-26,5.0,"Muito bom","Ambiente super agradável, ótimos atendentes e diversas opções de cervejas artesanais e chopps. Para quem estiver de passagem por Diamantina, não deixe de visitar esse pub e experimentar as cervejas artesanais da região. Preço justo!",indef
Catedral Pub,10451204,restaurante-review,thiagocC1391BT,2018-09-24,2018-09-26,5.0,"Lugar para amantes de cerveja","Fui várias vezes, pois fui muito bem atendido e o local é muito agradavel. Uma variedade razoável de rótulos e preço muito bom.","São Lourenço, MG"
Catedral Pub,10451204,restaurante-review,Silvia P,2018-09-11,2018-09-26,5.0,"Rock, cervejas especiais e tira gosto","Cerveja boa em excelente temperatura, rock de qualidade em excelente volume, confortável e tira gostos legais para acompanhar. Pedi o Burger Catedral. É gigante, recomendo para quem estiver bem faminto, ou para dividir.",indef
Catedral Pub,10451204,restaurante-review,sandraf608,2018-08-13,2018-08-26,5.0,"Maravilhoso","Ambiente agradável, música (rock) excelente e atendimento muito simpático e atencioso.
Para quem gosta de cerveja, é o lugar ideal! Cervejas para todos os gostos e bolsos.
Os pratos, entradinhas, sanduíches e petiscos são excelentes e diferenciados. Tudo o que pedimos estava muito saboroso e bem servido.
Os preços são bons, considerando a qualidade do que é servido. Aceitam cartão de crédito. Recomendo!","Brasília, DF"
Catedral Pub,10451204,restaurante-review,Rocarioca,2018-08-03,2018-08-26,5.0,"Um diferencial","Lugar muito legal, atendimento perfeito, cerveja gelada e com muita variedade. Música ao vivo de qualidade. Vale a pena conhecer.","Brasília, DF"
Catedral Pub,10451204,restaurante-review,JMariodeluca,2018-08-03,2018-07-26,5.0,"Aniversário no Pub","Carta de cervejas e música ambiente excelentes. Atendimento muito bom. Estávamos comemorando o aniversário da minha esposa e os funcionários Alex, Alexandre e um rapaz que não lembramos o nome foram extremamente gentis, providenciando um mousse de ultima hora acompanhando de bolas e vela....","Rio de Janeiro, RJ"
Catedral Pub,10451204,restaurante-review,belagpa,2018-08-03,2018-08-26,5.0,"Ótimo!!","O bar esta localizado em frente a Cathedral. O ambiente é limpo e os garçons são bem receptivos. Possui uma vasta variedade de cervejas artesanais e também varias opções de comida. Quando eu fui, apresenta música ao vivo. Recomendo chegar cedo pois o local é pequeno","Ouro Preto, MG"
Catedral Pub,10451204,restaurante-review,Isabella P,2018-07-31,2018-07-26,5.0,"Lugar super agradável","Boa localização,espaço aconchegante, comida deliciosa,diversas opções bebidas, incluindo diversos tipos de cervejas e boa música!!!!!",indef
Catedral Pub,10451204,restaurante-review,Carolina1010,2018-07-29,2018-07-26,4.0,"Bem localizado e rock que qualidade","É um pub/bar localizado perto da Igreja Matriz, no centro de Diamantina. A comida é boa, atendimento bom. O melhor é a música, rock dos anos 80. Recomendo.","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,ericaapaula,2018-07-21,2018-07-26,5.0,"Melhor de Diamantina!","Já vim a Diamantina 3 vezes e é a primeira que realmente gosto de um lugar para comer aqui. Ambiente agradável, atendimento cordial e excelente, comida gostosa e variedade de refeições para jantar muito boa, principalmente se tratando de pub que é mais focado em bebidas. Muitos tipos de cervejas, otimo para degustar! Voltarei todas as vezes que vier!","Salvador, BA"
Catedral Pub,10451204,restaurante-review,ChristianoO414,2018-07-15,2018-03-26,5.0,"O melhor","Sugiro iniciar com bolinho de feijoada ou as salsichas alemãs... Segue o baile com o camarão VG e arroz negro ou petisque o joelho de porco (melhor da vida) Finalize com mousse de chocolate Obviamente, em cada etapa, uma cerveja especia Harmonizando É o lugar!!","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,lorerg2013,2018-07-15,2018-07-26,5.0,"Super charmoso, música boa, bons drinks","É um pub super charmoso, localizado próximo à Catedral da cidade. A especialidade são as cervejas artesanais, super geladas, mas tem também os deliciosos drinks do Jeff. A música é ótima para os amantes do rock n roll. Os pratos são bem elaborados e saborosos. Recomendo o filé ao gorgonzola servido na panhoca. Ambiente aconchegante e ótimo atendimento.","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,533robertow,2018-07-14,2018-07-26,5.0,"Pub em Diamantina ","Pub na cidade antiga, super aconchegante, com chopp geladíssimo (Krug e artesanal), além de diversas cervejas especiais. Imperdível para quem gosta de uma cervejinha!!!","Vitória, ES"
Catedral Pub,10451204,restaurante-review,280anapaulag,2018-07-08,2018-07-26,4.0,"Recomendo ","Local muito bem localizado, aconchegante e com ótimo atendimento. Apesar de pub, fomos à noite com crianças, sem nenhum problema.","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,Edurego,2018-06-30,2018-06-26,5.0,"Recomendo!!","Excelente localização, atendimento diferenciado, grande variedade de cervejas e chopes, porções honestas e muito saborosas. Recomendamos bolinho de feijoada e filé Amber Ale! Sensacional!","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,AldairSchvartz,2018-06-29,2018-06-26,5.0,"Estreando bem no tripadvisor","Conheci a pouco o aplicativo do tripadvisor e este foi o primeiro local que conheci nas minhas viagens através dele, comecei com o pé direito. Fui com minha esposa e adoramos. Local muito agradável, atendimento ótimo e comida de primeira, vale a pena se você estiver disposto a gastar um pouco mais pela qualidade.","São Paulo, SP"
Catedral Pub,10451204,restaurante-review,829silvanad,2018-06-27,2018-06-26,5.0,"Cerveja artesanal!","O lugar é um pub, estreito e comprido, com mesas e cadeiras bem aconchegantes, o atendimento é excepcional! Tem caldos, boas entradas e bebidas bem geladas! Cervejas artesanais deliciosas, e outras importadas muito boas! O preço é justo!","Unaí, MG"
Catedral Pub,10451204,restaurante-review,Amanda S,2018-06-18,2018-06-26,5.0,"Atendimento Perfeito","Local de extrema qualidade, desde o atendimento dos meninos que nos informam e explicam com total competência e atenção a imensa carta de cervejas e à vontade de experimentar novos rótulos, aos produtos oferecidos. Sempre que voltar à Diamantina voltarei ao Catedral, excelente!",indef
Catedral Pub,10451204,restaurante-review,Arthur M,2018-06-13,2018-06-26,1.0,"Dia dos namorados","Reservei uma mesa com 2 dias de antecedência, cheguei no horário. Entretanto, 30 minutos após chegar, cerca de 21:30 acabou o chope e a promoção que eu tinha pedido não pôde ser atendida. Anteriormente, o garçom disse que tinha a promoção para chopes de 500ml. Após verificar que não tinha mais chope, pedimos a conta para ir a outro restaurante. Esta veio cobrando o valor fora da promoção e em contato com o gerente, ele me disse que a promoção era válida apenas para chopes de 300 ml. Indo de encontro ao que o garçom falou. Posteriormente, em casa, verificando a promoção, vi que não especificava o tamanho do chope. Vale ressaltar a decoração de baixíssimo nível para a ocasião citada.",indef
Catedral Pub,10451204,restaurante-review,leandrosan2sbiologia,2018-05-21,2018-02-26,5.0,"Happy hour","Melhor pub da região central de Diamantina, oferece um cardápio longo de cervejas artesanais de todo o mundo. Recomendo o chop da casa Blonde Ale.","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,Eric G,2018-05-13,2018-04-26,5.0,"O melhor pub de Diamantina.","Este pub é top! Comidas deliciosas e um cardápio de cerveja de dar inveja a casas de grandes cidades! Peça o queijo brie com geléia de damasco! Vale a pena. Dê preferência pelo happy hour. Assim você foge da música ao vivo, que torna a casa insuportável para conversar.","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,Frederico G,2018-04-30,2018-04-26,5.0,"Voltarei!","Chopp artesanal, comida e atendimento excelentes! Cervejas diversas! Lugar aconchegante e com música de qualidade! Voltarei!",indef
Catedral Pub,10451204,restaurante-review,tatil0pess,2018-04-23,2018-04-26,5.0,"Excelente para encontro com os amigos!","Excelente! Ambiente com boa música, variedades em comidas e bebidas. O atendimento é impecável e o lugar singular!","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,399ta_sv,2018-04-08,2018-04-26,4.0,"👍🏻","Lugar super aconchegante,músicas de qualidade, atendimento excelente. Quanto aos pratos,nada de mais,normal.",indef
Catedral Pub,10451204,restaurante-review,Oh Lilly D,2018-04-07,2018-04-26,5.0,"Vale a pena conhecer! 5 estrelas! ","O melhor lugar para beber e comer em Diamantina! Ótimo atendimento (o gerente é muito atencioso) e boa comida. Chop impecável e vasta lista de cervejas, agrada a todos os gostos. Ambiente agradável. Quando estou em Diamantina sempre passo por lá e recomendo.",indef
