estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem
Apocalipse,2390004,restaurante-review,Alba_Tavares,2017-10-18,2017-10-26,4.0,"Comer e sair","Se for um grupo grande esse é o melhor local prá refeição. O quilo é bastante variado com bom preço. O atendimento é bem simpático","Rio de Janeiro, RJ"
Apocalipse,2390004,restaurante-review,67marcelof,2017-10-18,2017-10-26,4.0,"Buffet Variado e saboroso","Um buffet diferenciado e com muitas opções. A casa também é muito interessante. Bom local para chegar com fome e comer bem. Um pouco caro mas a comida é de qualidade e de padrão suoerior aos self services tradicionais.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,Maísa A,2017-10-09,2017-09-26,5.0,"Agradável, comida deliciosa","Restaurante self-service, com salão super agradável com vista para o mercado. Cmodia deliciosa, com várias opções. Recomendo.",indef
Apocalipse,2390004,restaurante-review,leandrosan2sbiologia,2017-09-27,2017-07-26,4.0,"Otima refeição","Visita com os amigos. Ótimo local para apreciar uma carne de sol. Lugar tranquilo, frequentadores respeitosos.","Diamantina, MG"
Apocalipse,2390004,restaurante-review,lucasgI7294DU,2017-09-17,2017-09-26,5.0,"Excelente comida","Grande variedade, com comidas muito bem feitas e deliciosas. Além disso tem o preço justo em seu serviço de self service.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,Horácio P,2017-09-15,2017-09-26,5.0,"Variedade ","Comida saborosa, diversificada, com reposição sempre abundante e mantida na temperatura certa. Sobremesas bem feitas e com ingredientes de boa qualidade. Querendo self-service, não há dúvida, o melhor de Diamantina.",indef
Apocalipse,2390004,restaurante-review,Robson_BH,2017-09-13,2017-09-26,4.0,"Self service com comida mais sofisticada","Um buffet com comida mais sofisticada (camarão, bacalhau, risoto, massas), especialmente se comparada às outras opções da cidade, que focam muito na comida mineira e nos petiscos. O valor é proporcional, mas não chega a ser caro. Tem um licor de cortesia e um grande salão com vista para a praça do mercado.
Uma graaaaande escada na entrada. Pessoas com dificuldade de locomoção e terceira idade não tem facilidade de acesso.
Pode ser uma boa opção para escapar do trivial.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,reginaldosolon,2017-09-04,2017-09-26,1.0,"Almoço de Segunda","Não sei como pode estar bem colocado no TripAdvisor! Péssima apresentação do Buffet, pouca variedade e lugar pouco agradável e de difícil acesso. É ruim !","Nova York, Nova York"
Apocalipse,2390004,restaurante-review,E482RErenator,2017-08-27,2017-08-26,5.0,"Comida saborosa","Comida muito boa, cheio de variedades, sabores finos. Varias opções de salada. Varias opções de carne.","Ipatinga, MG"
Apocalipse,2390004,restaurante-review,AlineAlmeidaFuscaldi,2017-08-27,2017-07-26,4.0,"COMIDA BOA","Gostei da comida, do atendimento,há varias opções de servir,embora não seja a minha primeira opção. Acho que falta um q a mais de comida caseira. Como é no segundo andar não recomendo para pessoas com dificuldade de locomoção ou idosas.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,565talital,2017-08-23,2017-08-26,5.0,"Melhor comida","Sem duvida a melhor comida de Diamantina! Sensacional! Sabor incrivel e opcoes pra todos os gostos... comi um risoto de pupunha que estava dos Deuses!","Rio de Janeiro, RJ"
Apocalipse,2390004,restaurante-review,luisamanente,2017-08-23,2017-07-26,4.0,"muito bom","Apesar do nome peculiar para um restaurante é muito bom. O melhor restaurante por kilo que comi nos últimos tempos. Atendimento simpático e prestativo.","São Paulo, SP"
Apocalipse,2390004,restaurante-review,paulosergioc651,2017-08-08,2017-08-26,5.0,"EXCELENTE!","Restaurante localizado bem na praça do Mercado, funcionando no segundo andar da edificação. Uma larga escada nos leva ao amplo salão. Equipe atenciosa e rápida. Self service de excelente qualidade e opção de grelhados. Vale a pena!","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,a1n2n3n4a,2017-08-08,2017-07-26,5.0,"buonissimo!!","Otimo restaurante por quilo. Quem esperava? muita opçao, otimo atendimento. Tudo delicioso! Tinha opçao de cervejas artesanais e o sol que entrava pelas grandes janelas era muito agradavel (estava fazendo muito frio!).","Trento, Itália"
Apocalipse,2390004,restaurante-review,Helena P,2017-08-07,2017-08-26,4.0,"Comida gostosa","Fui para um almoço no sábado com meu namorado, tinha fila de espera, que por sorte não esperamos muito. A comida é self service muito gostosa. O lugar estava bem cheio, mas as comidas eram repostas o tempo todo. Gostei muito, o preço não é dos melhores, mas para uma refeição de passeio foi OK. 54,90 o Kilo.",indef
Apocalipse,2390004,restaurante-review,Eduardo V,2017-07-29,2017-07-26,4.0,"Um quilo com sabor e silêncio","Restaurantes por quilo são, em geral, barulhentos. Este é silencioso e calmo, com música ambiente agradável. O amplo salão é muito arejado e iluminado, propiciando bonita vista da praça do mercado velho. E a comida é muito saborosa e diversificada. Preços baixos.",indef
Apocalipse,2390004,restaurante-review,carlosbrasilpsf,2017-07-27,2017-07-26,4.0,"Muito bom!","Comidas deliciosas, para todos os gostos! Saladas, carnes, tudo com o tempero mineiro!😋 Localizado na praça do mercado velho, possio uma visão privilegiada do lugar. Ambiente aconchegante!","Montes Claros, MG"
Apocalipse,2390004,restaurante-review,JD_Dantas,2017-07-21,2017-07-26,4.0,"Bom Self Service","Para um almoço rápido é um bom lugar em Diamantina. Tem comida boa e um ótimo atendimento do pessoal.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,Rodrigokb,2017-07-21,2017-07-26,3.0,"Comida caseira e ambiente familiar ","Estávamos a trabalho na cidade e tivemos a oportunidade de comer no Apocalipse. Indicado pelos moradores da região, o restaurante é bem simples mas gostoso! Ponto negativo para acessibilidade, já que é necessário subir escadas e ponto positivo para o atendimento","Mogi das Cruzes, SP"
Apocalipse,2390004,restaurante-review,thaishaydee,2017-07-21,2017-07-26,3.0,"Aconchegante","Ambiente tranquilo, que proporciona uma bela vista da Serra através da sacada presente na arquitetura colonial. A comida é muito boa, mais se você procura comidas tradicionais da região não seria uma boa opção. Mais indico sim, comida saborosa e ótimo atendimento.","Diamantina, MG"
Apocalipse,2390004,restaurante-review,maurohenriquec,2017-07-20,2017-07-26,4.0,"Ótimo para almoçar ","Bom lugar para almoçar. Comida por quilo, bastante variada, com opções tipicamente mineira. Para quem gosta há algumas cervejas artesanais. Contam com boa sobremesa.","Jaboticabal, SP"
Apocalipse,2390004,restaurante-review,Jacribas,2017-07-17,2016-09-26,4.0,"Melhor da cidade !!!","Melhor Custo beneficio com qualidade !! Nada vc vai encontrar por lá com tantas opções para um self service !! Sabor caseiro como M toque refinado ! Sobremesas caseiras muito boas","Vitória, ES"
Apocalipse,2390004,restaurante-review,Cecília R,2017-07-17,2017-06-26,4.0,"Comida gostosa; falta variedade para vegetarianos","Fui a esse restaurante com minha família - todos vegetarianos. O restaurante estava cheio, mas não tivemos de esperar muito para sentar. O local é bem-iluminado e agradável, dando a impressão de um antigo sobrado bastante imponente, embora com decoração simples. A comida estava boa, e havia boas opções de salada. Entretando, sentimos falta de mais variedade e quantidade de pratos vegetarianos - especialmente que não sejam massas ou frituras.",indef
Apocalipse,2390004,restaurante-review,LucianaDR,2017-07-16,2017-05-26,4.0,"Bom buffet de comida a quilo ","Restaurante com buffet de comida a quilo. Estive em um domingo e havia grande diversidade de pratos. Comida saborosa com um preço justo. Bem localizado, próximo ao mercado velho. Atendimento muito bom com funcionários gentis e atenciosos.","Sete Lagoas, MG"
Apocalipse,2390004,restaurante-review,Mychelle T,2017-07-13,2017-07-26,4.0,"Bom almoço","Local para um bom almoço em diamantina. Bem localizado, perto do mercado Atendimento e ambiente satisfatórios.",indef
Apocalipse,2390004,restaurante-review,JoelmaM394,2017-07-13,2017-07-26,3.0,"Não me surpreendeu ","A comida é gostosa, mas não saborosa.
Um ponto que deixou a desejar foi que no dia em que fomos almoçar não tinha nenhuma opção de pratos típicos da culinária mineira.
Turista viajam com a intenção de conhecer a culinária local!!
A decoração também estava muito simples, haviam alguns quadros sem molduras e meio desalinhados e as paredes estavam um pouco deteriorada.
O local é bem iluminado e de algumas mesas é possível ver ao fundo da Serra dos Cristais, mas o que me chamou bastante a atenção é que o restaurante não dispõe de acesso para deficientes físico.
Gostei muito do atendimento dos funcionários, com excessão da gerente que havia liberado o garçom para nós responder algumas perguntas fora do expediente e após aguardarmos duas horas fora do estabelecimento ela cancelou sem dar satisfação, disse que o restaurante estava cheio sendo que não havia nenhum cliente no local.
O Garçom Guilherme nos atendeu super bem e demonstrou ter conhecimento sobre vários aspectos do restaurante, havia também uma simpática senhora que estava servindo os Marmitex.
No mais, eu não voltaria!
Existem melhores restaurantes em Diamantina!",indef
Apocalipse,2390004,restaurante-review,Pree-br,2017-07-09,2017-07-26,3.0,"Comida com pouca personalidade.","É um restaurente por quilo ( em torno de 54 reais), com muita variedade de pratos. Mas achei que faltou tempero e estava morna de mais. A comida realmente não me empolgou. Cobram 10% de gorjeta, o que é bem questionável se tratando de um self service.",indef
Apocalipse,2390004,restaurante-review,NathaliaLou,2017-06-28,2017-06-26,5.0,"Muito bom!","Ambiente aconchegante. Comida deliciosa. Atendimento muito bom. Preço justo. Alguns aperitivos servidos para os clientes.","Nova Lima, MG"
Apocalipse,2390004,restaurante-review,Carmen Eliana C,2017-06-18,2017-05-26,4.0,"Restaurante Apocalipse point.","Um ótimo local para uma boa refeição, buffet por quilo, variado, ótima sobremesa, cachaças, café, uma refeição completa. Atendimento bom. Arejado com muitas janelas com vista para a cidade. Recomendo.",indef
Apocalipse,2390004,restaurante-review,rodrigor867,2017-06-14,2017-06-26,4.0,"Excelente buffet a quilo em Diamantina!","Trata-se de um buffet de comida a quilo na mesma praça do Mercado em Diamantina. Possui uma variedade boa de comida, inclusive carnes. O ambiente é agradável e o preço é bastante acessível ao turista. Já almocei lá por diversas vezes. O atendimento também é bom, sendo os garçons e garçonetes bastante simpáticos. Se você, na hora do almoço, estiver no centro e bater a fome, sem que tenha escolhido um restaurante específico, vá lá.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,RicardoWSNunes,2017-06-04,2016-09-26,3.0,"Restaurante do fim do mundo? ","Comida a kilo próximo do mercado da cidade. A comida é boa, mas não é um restaurante de comida típica. Aceita cartão de crédito e o preço é justo. Só não entendi o nome do local por se tratar de um restaurante.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,welsonr175,2017-06-02,2017-06-26,4.0,"Vista privilegiada!","Para quem vai ao Mercado Municipal, o apocalipse é o local ideal para uma boa refeição com vista privilegiada da praça do Mercado. Boa experiência gastronômica para curtir em Diamantina.",indef
Apocalipse,2390004,restaurante-review,Denise M,2017-05-23,2017-02-26,4.0,"Prático e saboroso ","Estivemos aí para um almoço. Já passava do horário habitual e conseguimos comer muito bem. Comida diversificada e muito saborosa. Várias opções de sobremesa. Localização central. Recomendo.",indef
Apocalipse,2390004,restaurante-review,Flavia_thereza,2017-05-23,2017-05-26,3.0,"Bom restaurante ","Bom padrão de restaurante self service, sem muito luxo, comida bem temperada, mas sem muitas coisas diferentes. Bom.. satisfatório...","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,WilsonM727,2017-05-21,2017-05-26,4.0,"Boa Opção ","Restaurante na opção de Self Service localizado na praça do Mercado. Comida mineira com várias opções de carne e salada. Ambiente agradável com boa vista das montanhas de Diamantina. Fomos bem atendido e a comida estava gostosa.","Nova Lima, MG"
Apocalipse,2390004,restaurante-review,369gabriellac,2017-05-19,2017-05-26,4.0,"Comida boa","Boa comida, atendimento bom.. Almoçaria novamente lá. Não observei se possui WiFi oi acesso fácil à cadeirante.","Coronel Fabriciano, MG"
Apocalipse,2390004,restaurante-review,JanineCDBueno,2017-05-10,2017-04-26,4.0,"Culinária excelente","A comida é divina e o atendimento também é muito bom! Falta uma decoração mais apropriada, que encha os olhos e o espírito. Obras de artistas locais, belos lustres essas coisas...","João Monlevade, MG"
Apocalipse,2390004,restaurante-review,Simonia L,2017-05-08,2017-04-26,5.0,"A verdadeira comida mineira","Lugar para desfrutar das delícias da comida mineira,com uma grande variedade de pratos regionais e as sobremesas então um convite à parte aos amantes dos doces caseiros e da famosa aguardente mineira, ambiente arejado e agradável bem no coração da cidade e próximo ao mercado municipal, vale apenas conferir.",indef
Apocalipse,2390004,restaurante-review,FernandaResendeMK,2017-05-08,2017-05-26,4.0,"Sabor ","Local muito agradável e bonito num casarão antigo com vista linda da praça do Mercado e arredores . Logo na entrada coquetel de boas vindas . Comida saborosa , muito variada , sobremesas , bom atendimento, cafezinho , chá","Viçosa, MG"
Apocalipse,2390004,restaurante-review,MiriamRocha,2017-05-03,2017-04-26,5.0,"Excelente","Restaurante bonito e com uma variedade incrível de comida e sem falar nas cachaças disponíveis para desgustação.","Conceição da Barra, ES"
Apocalipse,2390004,restaurante-review,KarinaAz,2017-05-01,2017-05-26,3.0,"Bom self service ","Bom restaurante self service com buffet variado de comida mineira e outras. Bem concorrido. Chegue cedo!","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,grazielagrs,2017-05-01,2017-05-26,3.0,"Boa localização ","Restaurante com serviço Buffet elf service a kg. Preço compatível. Pratos variados. Fica localizado na praça do mercado. Bonita decoração.","Extrema, MG"
Apocalipse,2390004,restaurante-review,B_Pena_Silva,2017-04-30,2017-05-26,4.0,"Almoço a kg bom","Tem cachaça e licor de cortesia. O preço do kg era de R$55,00. Além dos pratos mineiros (tutu, couve, costelinha,linguiça) também havia peixe e camarão. Sobremesas de doces de frutas muito bons, achei diferente o de tangerina.","Macaé, RJ"
Apocalipse,2390004,restaurante-review,Snell_Melo,2017-04-30,2017-04-26,5.0,"Nota 10","Excelente atendimento, comida farta e muita variedade. Tudo muito gostoso. O melhor lugar que comi em Diamantina. Recomendo","Jaguariúna, São Paulo, Brazil"
Apocalipse,2390004,restaurante-review,Alvaro A,2017-04-29,2017-04-26,3.0,"Esperava mais","Restaurante muito bem localizado, bem próximo ao Mercado Velho. Está situado no segundo piso de um casarão antigo. O salão é amplo e a decoração interessante. Em relação à comida, pouca variedade para um restaurante que cobra o preço dele. Há boas opções para salada, mas prato principal, como carnes, carboidratos e acompanhamentos, muito escasso. Preço não é baixo.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,JoaoMarcosF,2017-04-26,2017-04-26,4.0,"Boa comida - não é típica ","Self serviço de muito boa qualidade, pratos elaborados, mas não é comida típica. Recomendo para almoço!!","Petrópolis, RJ"
Apocalipse,2390004,restaurante-review,Renatosayao,2017-04-26,2017-04-26,2.0,"Muito fraco. ","Comida a quilo com variedade, porém, pouca coisa se salva. Muito fraco. Não me agradou em nada. Não voltaria a almoçar lá. A opinião foi a mesma das outras três pessoas que almoçaram comigo. Só existe, certamente, por falta de concorrência na cidade, que é pobre e tem poucas opções.","Florianópolis, Santa Catarina, Brazil"
Apocalipse,2390004,restaurante-review,Vívian A,2017-04-23,2017-04-26,4.0,"Almoco com bom preço","Ambiente agradável, comida com bom preço, considerando ser cidade turística. Boas opções no cardápio a quilo e bom atendimento.",indef
Apocalipse,2390004,restaurante-review,Luciano Santos L,2017-04-15,2017-04-26,5.0,"Restaurante 100%","Pratos super variados e saborosos, diversas saladas e também deliciosos pratos regionais. Muito bom!",indef
Apocalipse,2390004,restaurante-review,lilianeg2016,2017-04-15,2017-04-26,5.0,"Comida BBB","Se você estiver em Diamantina sugiro que almoce no Apocalipse. Restaurante à quilo, localizado no segundo andar de bonito casarão. A comida é boa, bonita e barata. Ótima opção para quem não quer gastar muito com restaurantes a la carte.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,NisticoCris,2017-04-12,2016-10-26,5.0,"Comida muito boa e é por Kilo","A comida é muito boa, foi almoçar os 4 dias que fiquei em Diamantina. O kilo é razoável para quem mora em SP, mas é bacana que é por kilo e come-se apenas o que tem vontade.",indef
Apocalipse,2390004,restaurante-review,Humberto07,2017-04-10,2017-04-26,5.0,"Lugar agradável e com excelente comida","A comida self service é muito variada, com pratos bem elaborados, lugar muito agradável com portas que dão visão para a paisagem da cidade.","Diamantina, MG"
Apocalipse,2390004,restaurante-review,wannut,2017-04-06,2017-03-26,5.0,"Comida excelente","Comida de primeira qualidade, muita variedade, mas, o preço é bemmm alto. Prepare a carteira na hora de pagar. Vale a pena ir pelo menos um dia para quem estiver turistando.","Diamantina, MG"
Apocalipse,2390004,restaurante-review,Jose Carlos M,2017-04-06,2017-04-26,4.0,"Boa surpresa em Diamantina!","Um self service de primeira qualidade pertinho do mercado de Diamantina. Pratos elaborados com muito capricho. Vale a pena. Preços não são baixos.",indef
Apocalipse,2390004,restaurante-review,CrisocaBE,2017-03-30,2017-03-26,5.0,"Muito bom!","Tem uma grande variedade de pratos e saladas, tudo muito limpo e gostoso. O atendimento é ótimo, dos garçons, a moça do caixa e o porteiro. Excelente!","Diamantina, MG"
Apocalipse,2390004,restaurante-review,Ana Lucia W,2017-03-30,2016-04-26,5.0,"Excelente comida","Melhor restaurante da cidade, fica na praça do mercado. Um atendimento de primeira, serviço self-service com uma grande variedade. Não é barato e em dias de grande movimento tem fila de espera.",indef
Apocalipse,2390004,restaurante-review,laurahelenab2016,2017-03-23,2017-03-26,3.0,"Buffet mediano ","O local e espaçoso, banheiro bom. Porém achei a comida cara e as opções do buffet fracas. Bom atendimento.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,Marcotulioquina,2017-03-22,2016-04-26,4.0,"Referencia em restaurante de Diamantina","Situado em frente ao mercado ( ponto principal de referencia em Diamantina) o restaurante Apocalipse esta situado no segundo andar de um casarão secular. A comida e variada mas tem as especialidades mineiras como tutu, feijão tropeiro, lombo, frango ao molho e doces.Vale a visita","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,fernandohorota,2017-03-19,2017-02-26,5.0,"Ótimo buffet","Buffet muito variado e bem apresentado com opções até sofisticadas para este tipo de local. Ambiente bonito, bem atendido e com preço justo.","Jequié, BA"
Apocalipse,2390004,restaurante-review,CarlosCrispimL1,2017-03-16,2017-01-26,4.0,"Restaurante self service  com variado buffet,  bem no centro da cidade.","Boa comida variada, atendimento impecável,bom preço,bem localizado,ambiente bem decorado e acolhedor.",indef
Apocalipse,2390004,restaurante-review,CLEBERSON S,2017-03-14,2017-01-26,5.0,"Variedade da comida mineira","Excelente local para refeições após a feira do mercado velho. Comida variada e muito saborosa. A sobremesa também é muito saborosa e o local conta com aquela cerveja no ponto.",indef
Apocalipse,2390004,restaurante-review,vini_silvano,2017-03-12,2017-03-26,4.0,"Muito agradável ","Almocei com minha esposa e a comida é muito boa, bem apresentada e os funcionários são muito cordiais. Tem um bela vista.","Ribeirão Preto, SP"
Apocalipse,2390004,restaurante-review,CristalGill,2017-03-06,2017-03-26,5.0,"Bom custo benefício","Um agradável restaurante. Boa comida, variedade, bom atendimento e um bom preço. Excelente custo benefício. Recomendo. Acho que abre apenas para almoço.","Rio de Janeiro, RJ"
Apocalipse,2390004,restaurante-review,souzastefany,2017-02-15,2016-11-26,5.0,"Apocalipse","Lugar excelente com um ótimo atendimento além de oferecer pratos típicos e muito saborosos! Ambiente tranquilo e familiar.","Diamantina, MG"
Apocalipse,2390004,restaurante-review,alinesardinha10,2017-02-15,2016-12-26,5.0,"Excelente restaurante","Comida excelente, variada e saborosa. Vários tipo de salada, carnes e guarnições. Sem contar as sobremesas deliciosas! Recomendo!","Diamantina, MG"
Apocalipse,2390004,restaurante-review,Leneduarte,2017-02-14,2016-12-26,5.0,"O melhor restaurante no centro de Diamantina","A comida é bem variada, para todos os gostos e de excelente qualidade e ainda tem uma vista privilegiada para o Mercado velho. Ótimo para turistas.","Diamantina, MG"
Apocalipse,2390004,restaurante-review,vicosa27,2017-02-07,2017-02-26,5.0,"Comida mineira a quilo bem preparada.","Sua localização é privilegiada. Fica na praça central onde se localiza o Mercado e como o restaurante fica no andar superior, tem-se uma vista privilegiada.","Viçosa, MG"
Apocalipse,2390004,restaurante-review,vicosa27,2017-02-07,2017-02-26,5.0,"Almoço com comida a quilo, muito bom","A comida é variada bem preparada que vai desde salmão assado, leitoa, costelinha, etc. O prédio é no estilo local, localizado no andar superior que permite a vista da praça do Mercado.","Viçosa, MG"
Apocalipse,2390004,restaurante-review,Graciana G,2017-01-27,2017-01-26,5.0,"Perfeito!","Num casarão movimentado e agradável, mas com uma escadaria sofrida para quem tem limitações. Variedade e qualidade de sobra!!! Fico até sem educação e como além da medida. Tudo muuuiiiito gostoso. Preço justo! É um self service à quilo. Da sacada podemos observar todo o movimento do Mercado e sua praça, e com uma vista linda!",indef
Apocalipse,2390004,restaurante-review,Vincenzo18,2017-01-25,2016-12-26,4.0,"Muito bom, mas muito caro.","Almocei no Apocalipse duas vezes quando fui a Diamantina. Fui por indicação de um morador, achando que era mais restaurante a quilo para uma refeição comum do dia a dia. Al chegar, vi um restaurante com um ambiente muito agradável, bom atendimento e um lindo buffet.
No buffet, a comida era lindamente apresentada, totalmente diferente dos buffets comuns. Composto por pratos de comida mineira e pratos mais convencionais, como massas, carnes, muito torresmo, saladas diversas, além de sobremesas bem comuns e outras bem interessantes, como o delicioso doce de laranja cravina.
O atendimento também foi bem especial, com pessoas simpáticas e atenciosas desde as moças que abasteciam o buffet até os garçons. O único problema, na minha opinião, é o preço, já que se trata de um restaurante a quilo. Paguei quase 50,00 no meu prato, que não era grande, e uma bebida em lata. Ainda assim, indico.",indef
Apocalipse,2390004,restaurante-review,danielesenra,2017-01-17,2017-01-26,5.0,"Comida Maravilhosa!","O restaurante fica localizado num prédio histórico em frente ao Mercado do Tropeiro. Na entrada do restaurante é oferecida uma deliciosa batida de coco para “abrir” o apetite. Os pratos servidos no restaurante são de muito bom gosto e realmente saborosos, com muita variedade como massas, peixes, saladas e as típicas comidas mineiras. Após a refeição é oferecido como cortesia um delicioso café, chá e cappuccino. Ressalto o atendimento da Amanda, funcionaria muito atenciosa e simpática. Adorei o lugar.","Montes Claros, MG"
Apocalipse,2390004,restaurante-review,barbaraluma,2017-01-15,2017-01-26,4.0,"Almoço agradável  ","Restaurante self service bem localizado e com variado buffet. O ambiente é agradável, ademais, o custo benefício também é bom. Gostei da experiência.","Minas Gerais"
Apocalipse,2390004,restaurante-review,Jacquelined2390,2017-01-15,2017-01-26,3.0,"Bom self service","O restaurante não tem nada de extraordinário. É bom. O ambiente é agradável e os funcionários mais ainda.",indef
Apocalipse,2390004,restaurante-review,Paulo B,2017-01-11,2017-01-26,4.0,"Almoço","Restaurante atende somente para almoço. self service com comida tipica mineira saborosa. o atendimento é rápito e atencioso. bastante espaço entre as mesas",indef
Apocalipse,2390004,restaurante-review,Silvinhaji,2017-01-08,2016-12-26,4.0,"Comida por kg, boa mas ñ barata","Fui por indicação do Tripadvisor e meu sogro e minha sogra Tbm adoraram. Fui c/ meu marido e meus filhos, tem um mini parquinho lá dentro mas os meninos ñ quiseram brincar. Na entrada, tem um coquetel delicioso, pinga, café e cappuccino cortesia. O cappuccino é mto bom. A comida é bem gostosa mas o kg é um pouco Salgado. A sobremesa Tbm é por kg. A sobremesa achei normal. O ambiente é tranquilo mas tem uma escadona pra chegar lá.","Brasília, DF"
Apocalipse,2390004,restaurante-review,eloisa558,2017-01-06,2016-12-26,5.0,"Melhor restaurante da cidade!","Fui neste restaurante no último dia e confesso que foi a melhor refeição. O restaurante fica no centro histórico, em um prédio também histórico, próximo ao mercado municipal e é um restaurante self-service, 49,90 por kilo , mas valeu muito a pena, devido ás variedades tais como; peixes, massas, comidas típicas mineiras//// Eu experimentei o Tambaqui e estava delicioso! O restaurante também oferece, aperitivos, tais como cachaça, cachaça com abacaxi, maracujá de graça e pra fechar um delicioso café mineiro, também cortesia da casa///Simplesmente amei esse restaurante!","Ubatuba, SP"
Apocalipse,2390004,restaurante-review,edelfguimas,2017-01-05,2017-01-26,5.0,"O melhor de Diamantina!","Adoro este restaurante e o indico para os turistas. Culinária mineira e contemporânea, com pratos deliciosos, além de permitir vista para a Serra dos Cristais.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,Tamires M,2017-01-02,2016-12-26,5.0,"Muito bom","A comida é excelente, o melhor self-service de Diamantina. Muitas variedades de comida e ótima qualidade dos pratos.",indef
Apocalipse,2390004,restaurante-review,brunatbrant,2016-12-30,2016-12-26,5.0,"Almoço no Apocalipse ","Preço condizente com o nível de comida, fui com o preço de R$50/kilo. Restaurante excelente em atendimento, instalação e menu.",indef
Apocalipse,2390004,restaurante-review,Bruno O,2016-12-30,2016-12-26,5.0,"Gastronomia excelente a preço justo.","Os pratos servidos no restaurante são de muito bom gosto e realmente saborosos, o atendimento é ótimo. Deixo a dica para provarem as cervejas artesanais de diamantina, são excelentes.",indef
Apocalipse,2390004,restaurante-review,LuizFelipeSantos,2016-12-27,2016-12-26,5.0,"Ótimo","Boa comida, ambiente agradável e tranquilo com uma bela vista pela janela. Para quem vem para Diamantina",indef
Apocalipse,2390004,restaurante-review,AdrianoCesar,2016-12-25,2016-12-26,4.0,"Buffet com muitas opções ","Fomos almoçar no Apocalipse, por servir buffet por quilo, através da indicação de um pedestre. O buffet tem várias opções, contudo alguns pratos quentes já estavam frios. No geral, a comida, o ambiente e o atendimento foram satisfatórios.","Goiás, GO"
Apocalipse,2390004,restaurante-review,augustommartins,2016-12-23,2016-12-26,5.0,"Excelente comida. Me surpreendi","Adorei a comida desse restaurante. Tudo muito bom, com um toque de refinamento e ótimos ingredientes. O buffet muito bem montado e com tudo com excelente aparência e sabor.
À vista da praça é bem bonita, o restaurante fica em um segundo pavimento, subindo dois lances de escada. O ambiente é bem agradável e o atendimento muito bom, assim como em todos locais em que fui e Diamantina, sempre com um sorriso no rosto e boa vontade.","Goiânia, GO"
Apocalipse,2390004,restaurante-review,Faversani,2016-12-10,2016-11-26,4.0,"Bom self service, localização excelente.","É um restaurante localizado bem na praça do mercado. Funciona no sistema self service com boas opções de salada e pratos quentes, além de carnes grelhadas na hora. O salão é amplo e bastante confortável e o atendimento muito bom. Considerando a localização e o que oferecem o preço é ok. Se comparar com preços de Rio e São Paulo, é barato.","Mariana, MG"
Apocalipse,2390004,restaurante-review,Luiza P,2016-12-10,2016-12-26,5.0,"Boa opção para almoço ","Excelente localização, mas não tem acessibilidade para pessoas portadoras de deficiência. O restaurante fica no segundo andar e a vista é linda. A comida é bem variada e é deliciosa. Recomendo! O kg é R$ 52,50. Há boas opções de sobremesa. Atendimento nota 10! Banheiros limpos.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,Raiane F,2016-11-29,2016-09-26,5.0,"Boa comida","Boa comida, bom preço, variedade e bom atendimento, foi uma grata surpresa em Diamantina, recomendo.",indef
Apocalipse,2390004,restaurante-review,mirrezinha,2016-11-21,2016-11-26,4.0,"Comida boa","A comida é muito boa e variedade de opções é o que não falta. O valor do self-service é razoável. Uma delícia, vale a pena!","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,EduBaeta5,2016-11-21,2016-11-26,4.0,"Local agradável e boa comida.","Sempre que vou a Diamantina almoço nesse local. Continua com a mesma qualidade, cardápio bem variado e bom atendimento. Preço é compatível com o que eles servem. Recomendo.","Belo Horizonte, MG"
Apocalipse,2390004,restaurante-review,brenocarlosbarbosa,2016-11-19,2016-11-26,4.0,"Ótima comida.","Ótima opção em Diamantina, restaurante com pratos muito bem preparados! Tem um preço na média de restaurantes self-service.",indef
Apocalipse,2390004,restaurante-review,José Marques So... S,2016-11-18,2016-09-26,5.0,"Um local aprazível e de excelente receptividade","As refeições são muito bem preparadas, dispostas num ambiente agradável, de boa ventilação e iluminação, devidamente bem acondicionados, com um atendimento diferenciado pelos vários funcionários.",indef
Apocalipse,2390004,restaurante-review,palmirafernandes,2016-11-16,2016-11-26,5.0,"Otima comida","O restaurante é muito bom. Tem uma variedade muito grande de pratos. Comi uma das melhores tortas de nozes da minha vida lá.","Santana de Parnaíba, SP"
